
Scientific Results. Volume 177															
D. Hodell. Ms 177SR-120															
Chapter 9. Table T2.  d18O and d13C for the benthic and planktonic foraminifers. CaCO3. and percent fragmentation of planktonic foraminifers. Site 1089.															

Leg 177. Site 1089. Hole A   				 	 	 	 	 	 	 	 	 	 	 	
 Position: 40 deg 56.1865 min S. 9 deg 53.6447 min E								 	 	 	 	 	 	 	
 Water depth. mbrf ( APC Calc ): 4630.2m															



Site	Hole	Core	Section	IntervalTop(cm)	IntervalBottom(cm)	Depth(modified.mcd)	Age(ka)	d18O.F.bulloides(permil)	d13C.G.bulloides(permil)	d18O.Cibicidoides.(permil)	d13C.Cibicidoides.(permil)	Lab CaCO3.(wt%)	fragmentation.(%)	LabZ
1089	C	7	6	50	51.5	64.12	421.2	2.32	0.57	NA	NA	UF	61.6	NA	UF
1089	C	7	6	55	56.5	64.17	421.6	2.38	0.56	NA	NA	UF	61.8	45.2	UF
1089	C	7	6	60	61.5	64.22	422	NA	NA	NA	NA	UF	61.9	NA	UF
1089	C	7	6	65	66.5	64.27	422.4	2.41	0.37	3.11	0.03	UF	63.8	46.2	UF
1089	C	7	6	70	71.5	64.32	422.8	2.48	0.52	3.04	-0.08	UF	67	NA	UF
1089	C	7	6	75	76.5	64.37	423.2	2.46	0.21	3.11	-0.11	UF	66.3	44.4	UF
1089	B	7	3	100	102	64.42	423.6	2.6	0.42	3.16	0.03	UF	70	NA	UF
1089	B	7	3	105	107	64.47	424	2.66	0.32	3.21	-0.28	UF	70.8	42.1	UF
1089	B	7	3	110	112	64.52	424.28	2.68	0.37	3.35	-0.29	UF	69.4	NA	UF
1089	B	7	3	115	117	64.57	424.56	2.66	0.15	3.18	-0.25	UF	68.4	41.5	UF
1089	B	7	3	120	122	64.62	424.84	2.75	0.07	3.45	-0.27	UF	68.6	NA	UF
1089	B	7	3	125	127	64.67	425.12	NA	NA	NA	NA	UF	65.6	47.2	UF
1089	B	7	3	130	132	64.72	425.4	2.71	0.38	NA	NA	UF	64.6	NA	UF
1089	B	7	3	135	137	64.77	425.68	2.59	0.16	NA	NA	UF	62.8	39.1	UF
1089	B	7	3	140	142	64.82	425.96	2.7	0.14	NA	NA	UF	61.4	NA	UF
1089	B	7	3	145	147	64.87	426.23	2.92	0.18	NA	NA	UF	64.3	43	UF
1089	B	7	4	0	1.5	64.92	426.51	2.49	-0.26	3.65	-0.19	UF	62.2	66.7	UF
1089	B	7	4	5	6.5	64.97	426.79	NA	NA	3.68	-0.19	UF	57.4	63.2	UF
1089	B	7	4	10	11.5	65.02	427.07	2.71	-0.38	3.82	-0.45	UF	55.2	62.8	UF
1089	B	7	4	15	16.5	65.07	427.35	2.71	-0.14	NA	NA	UF	55.3	63.4	UF
1089	B	7	4	20	21.5	65.12	427.63	3.19	0.3	3.98	-0.43	UF	57.6	52.8	UF
1089	B	7	4	25	26.5	65.17	427.91	3	0.19	NA	NA	UF	54.2	49.3	UF
1089	B	7	4	30	31.5	65.22	428.19	3.14	-0.18	4.25	-1.06	UF	56.8	NA	UF
1089	B	7	4	35	36.5	65.27	428.47	3.14	-0.21	4.16	-0.94	UF	54.8	41.5	UF
1089	B	7	4	40	41.5	65.32	428.75	2.9	-0.51	NA	NA	UF	51.6	35.4	UF
1089	B	7	4	45	46.5	65.37	429.03	NA	NA	NA	NA	UF	NA	NA	UF
1089	B	7	4	50	51.5	65.42	429.31	3.11	-0.25	4.25	-1.13	UF	48.1	NA	UF
1089	B	7	4	55	56.5	65.47	429.59	3.42	-0.09	4.35	-1.35	UF	50.3	32.6	UF
1089	B	7	4	60	61.5	65.52	429.87	3.21	-0.17	4.33	-1.14	UF	52.7	NA	UF
1089	B	7	4	65	66.5	65.57	430.15	3.33	-0.49	4.3	-0.97	UF	54.1	23.3	UF
1089	B	7	4	70	71.5	65.62	430.42	3.27	-0.11	4.28	-1.17	UF	49.3	NA	UF
1089	B	7	4	75	76.5	65.67	430.7	3.26	-0.22	4.27	-0.99	UF	49.1	28.6	UF
1089	B	7	4	80	81.5	65.72	430.98	3.11	-0.66	4.17	-1.3	UF	45.2	NA	UF
1089	B	7	4	85	86.5	65.77	431.26	3.14	-0.68	4.4	-0.72	UF	46.9	20.1	UF
1089	B	7	4	90	91.5	65.82	431.54	3.34	-0.81	4.34	-1.04	UF	47.6	NA	UF
1089	B	7	4	95	96.5	65.87	431.82	3.59	-0.07	4.29	-1.13	UF	47.9	25.7	UF
1089	B	7	4	100	102	65.92	432.1	3.39	-0.39	4.42	-1.06	UF	47	NA	UF
1089	B	7	4	105	107	65.97	432.38	3.42	-0.45	4.33	-1.34	UF	46.1	23.1	UF
1089	B	7	4	110	112	66.02	432.66	3.39	-0.28	4.38	-1.03	UF	47.8	NA	UF
1089	B	7	4	115	117	66.07	432.94	3.48	-0.27	4.38	-1.51	UF	50.2	21.6	UF
1089	B	7	4	120	122	66.12	433.22	NA	NA	4.44	-0.93	UF	51	NA	UF
1089	B	7	4	125	127	66.17	433.5	NA	NA	4.36	-1.14	UF	50.9	15.4	UF
1089	B	7	4	130	132	66.22	433.78	NA	NA	4.43	-1.19	UF	51.1	NA	UF
1089	B	7	4	135	137	66.27	434.04	3.56	0.12	4.29	-0.94	UF	51.8	25.4	UF
1089	B	7	4	140	142	66.32	434.21	3.4	-0.24	4.5	-1.15	UF	55.2	NA	UF
1089	B	7	4	145	147	66.37	434.39	3.61	0.13	4.3	-1.36	UF	53.3	22.4	UF
1089	B	7	5	0	1.5	66.42	434.57	3.25	-0.24	4.28	-1.46	UF	53.4	NA	UF
1089	B	7	5	5	6.5	66.47	434.75	3.62	-0.02	4.35	-0.88	UF	52.7	24.4	UF
1089	B	7	5	10	11.5	66.52	434.93	3.64	-0.32	4.34	-1.45	UF	51.1	NA	UF
1089	B	7	5	15	16.5	66.57	435.11	3.53	-0.05	4.23	-1.23	UF	53.1	13.6	UF
1089	B	7	5	20	21.5	66.62	435.29	3.35	-0.12	4.38	-1.52	UF	52.9	NA	UF
1089	B	7	5	25	26.5	66.67	435.46	3.47	-0.39	4.31	-1.28	UF	52.6	18.3	UF
1089	B	7	5	30	31.5	66.72	435.64	3.3	-0.2	4.48	-1.12	UF	50.8	NA	UF
1089	B	7	5	35	36.5	66.77	435.82	3.22	-0.16	4.41	-0.85	UF	51.1	18.2	UF
1089	B	7	5	40	41.5	66.82	436	3.21	-0.22	4.44	-0.99	UF	45.2	NA	UF
1089	B	7	5	45	46.5	66.87	436.18	3.41	-0.05	4.36	-1.02	UF	46.8	NA	UF
1089	B	7	5	50	51.5	66.92	436.36	3.44	-0.15	4.3	-1.47	UF	44	NA	UF
1089	C	8	1	100	102	66.97	436.54	3.4	-0.3	4.19	-1.23	UF	44.3	14.6	UF
1089	C	8	1	105	107	67.02	436.71	3.11	-0.64	4.25	-1.68	UF	40.2	NA	UF
1089	C	8	1	110	112	67.07	436.89	3.35	-0.22	4.3	-1.53	UF	34.8	NA	UF
1089	C	8	1	115	117	67.12	437.07	3.27	-0.15	4.23	-1.1	UF	32.1	NA	UF
1089	C	8	1	120	122	67.17	437.25	3.14	-0.36	4.21	-1.29	UF	29.8	20.6	UF
1089	C	8	1	125	127	67.22	437.43	3.11	-0.83	4.25	-1.25	UF	25.7	NA	UF
1089	C	8	1	131	133	67.27	437.61	3.29	-0.52	4.3	-1.03	UF	25.8	NA	UF
1089	C	8	1	135	137	67.32	437.79	3.06	-0.54	4.26	-1.22	UF	28.7	NA	UF
1089	C	8	1	140	142	67.37	437.96	3.23	-0.4	4.33	-1.36	UF	28.3	25	UF
1089	C	8	1	145	147	67.42	438.14	3.2	-0.47	NA	NA	UF	28.8	NA	UF
1089	C	8	2	0	1.5	67.47	438.32	3.27	-0.46	4.26	-1.31	UF	29.3	NA	UF
1089	C	8	2	5	6.5	67.52	438.5	3.1	-0.3	4.26	-1.38	UF	32.2	NA	UF
1089	C	8	2	10	11.5	67.57	438.68	3.16	-0.28	4.27	-1.08	UF	34.8	32.7	UF
1089	C	8	2	15	16.5	67.62	438.86	3.33	-0.6	4.36	-0.92	UF	32.5	NA	UF
1089	C	8	2	20	21.5	67.67	439.04	3.39	-0.18	4.26	-0.98	UF	35.8	25	UF
1089	C	8	2	25	26.5	67.72	439.21	3.33	-0.4	4.36	-1.15	UF	38.7	15.9	UF
1089	C	8	2	30	31.5	67.77	439.39	NA	NA	4.28	-1.35	UF	37	4.9	UF
1089	C	8	2	35	36.5	67.82	439.57	3.23	0.01	4.16	-1.2	UF	37.8	NA	UF
1089	C	8	2	40	41.5	67.87	439.75	3.27	-0.33	4.13	-1.39	UF	37.4	3	UF
1089	C	8	2	45	46.5	67.92	439.93	3.64	0.04	4.12	-1.33	UF	38	NA	UF
1089	C	8	2	50	51.5	67.97	440.11	3.48	0.03	4.2	-1.36	UF	32.8	7.5	UF
1089	C	8	2	55	56.5	68.02	440.29	3.49	-0.19	4.19	-0.97	UF	30.1	NA	UF
1089	C	8	2	60	61.5	68.07	440.46	3.39	-0.13	4.22	-1.1	UF	33.3	NA	UF
1089	C	8	2	65	66.5	68.12	440.64	3.17	-0.31	4.25	-1.39	UF	34	NA	UF
1089	C	8	2	70	71.5	68.17	440.82	3.35	-0.07	4.25	-1.06	UF	34.7	16.7	UF
1089	C	8	2	75	76.5	68.22	441	3.22	-0.23	4.29	-0.9	UF	35.5	NA	UF
1089	C	8	2	80	81.5	68.27	441.18	3.22	-0.12	4.28	-1.07	UF	41.5	NA	UF
1089	C	8	2	85	86.5	68.32	441.36	3.33	-0.4	4.19	-1.49	UF	36	NA	UF
1089	C	8	2	90	91.5	68.37	441.54	3.44	-0.16	4.32	-1.3	UF	33.3	17.2	UF
1089	C	8	2	95	96.5	68.42	441.71	3.16	-0.43	4.25	-1.18	UF	33.9	NA	UF
1089	C	8	2	100	102	68.47	441.89	3.43	0.03	4.24	-1.14	UF	30.4	NA	UF
1089	C	8	2	105	107	68.52	442.07	3.48	-0.23	4.27	-1.37	UF	32.9	NA	UF
1089	C	8	2	110	112	68.57	442.25	3.3	0.17	4.23	-1.25	UF	32.3	5.7	UF
1089	C	8	2	115	117	68.62	442.43	3.52	-0.11	4.19	-1.38	UF	32.7	NA	UF
1089	C	8	2	120	122	68.67	442.61	3.46	0.02	4.24	-1.17	UF	36	NA	UF
1089	C	8	2	125	127	68.72	442.79	3.41	0.04	4.21	-1.29	UF	36	NA	UF
1089	C	8	2	130	132	68.77	442.96	3.34	0.03	4.12	-1.18	UF	38.1	24	UF
1089	C	8	2	135	137	68.82	443.14	3.55	-0.03	4.19	-1.22	UF	38.5	NA	UF
1089	C	8	2	140	142	68.87	443.32	3.33	-0.02	4.13	-1.04	UF	40.6	NA	UF
1089	C	8	2	145	147	68.92	443.5	3.29	-0.43	4.07	-1.07	UF	43.3	NA	UF
1089	C	8	3	0	1.5	68.97	443.68	NA	NA	NA	NA	UF	NA	NA	UF
1089	C	8	3	5	6.5	69.02	443.86	NA	NA	4.14	-1.23	UF	38.3	15	UF
1089	C	8	3	10	11.5	69.07	444.04	3.39	-0.14	4.09	-0.83	UF	39.3	NA	UF
1089	C	8	3	15	16.5	69.12	444.21	3.33	-0.11	4.1	-1.3	UF	40	NA	UF
1089	C	8	3	20	21.5	69.17	444.39	3.3	-0.01	4.15	-1.2	UF	41.3	NA	UF
1089	C	8	3	25	26.5	69.22	444.57	3.06	-0.19	4.16	-0.91	UF	41.7	6.9	UF
1089	C	8	3	30	31.5	69.27	444.75	3.22	0.01	4.09	-1.05	UF	40.8	NA	UF
1089	C	8	3	35	36.5	69.32	444.93	3.28	-0.06	4.15	-1.11	UF	40.2	NA	UF
1089	C	8	3	40	41.5	69.37	445.11	2.83	-0.02	4.16	-1.49	UF	41.4	NA	UF
1089	C	8	3	45	46.5	69.42	445.29	3.06	-0.42	4.16	-1.13	UF	42.2	8.9	UF
1089	C	8	3	50	51.5	69.47	445.46	2.83	-0.39	4.16	-1.47	UF	40.8	NA	UF
1089	C	8	3	55	56.5	69.52	445.64	NA	NA	4.16	-1.35	UF	40.9	NA	UF
1089	C	8	3	60	61.5	69.57	445.82	3.08	-0.23	4.07	-1.26	UF	42.7	NA	UF
1089	C	8	3	65	66.5	69.62	446	2.94	-0.24	4.14	-1.32	UF	41.7	17.5	UF
1089	C	8	3	70	71.5	69.67	446.18	3.1	0.07	4.13	-1.06	UF	42.4	NA	UF
1089	C	8	3	75	76.5	69.72	446.36	3.18	-0.12	4.02	-1.34	UF	43.6	NA	UF
1089	C	8	3	80	81.5	69.77	446.54	2.84	-0.44	4.09	-1.16	UF	43.9	NA	UF
1089	C	8	3	85	86.5	69.82	446.71	2.92	-0.18	4.03	-1.15	UF	45.5	15.7	UF
1089	C	8	3	90	91.5	69.87	446.89	3.16	-0.12	4.07	-1.01	UF	46.5	NA	UF
1089	C	8	3	95	96.5	69.92	447.07	3.04	-0.49	4.06	-1.1	UF	46.3	NA	UF
1089	C	8	3	100	102	69.97	447.25	NA	NA	3.96	-1.17	UF	47.4	NA	UF
1089	C	8	3	105	107	70.02	447.43	2.84	-0.5	4.03	-1.03	UF	48	9.8	UF
1089	C	8	3	110	112	70.07	447.61	2.78	-0.28	4.1	-1.18	UF	47	NA	UF
1089	C	8	3	115	117	70.12	447.79	2.66	-0.37	4.09	-0.96	UF	46.9	NA	UF
1089	C	8	3	120	122	70.17	447.96	NA	NA	4.09	-0.92	UF	50.2	NA	UF
1089	C	8	3	125	127	70.22	448.14	2.98	-0.11	4.01	-1.2	UF	49.6	6.9	UF
1089	C	8	3	130	132	70.27	448.32	2.87	-0.21	4	-1.36	UF	48.8	NA	UF
1089	C	8	3	135	137	70.32	448.5	2.84	-0.31	3.92	-1.16	UF	48.8	NA	UF
1089	C	8	3	140	142	70.37	448.68	2.91	-0.22	4.1	-1.18	UF	50.7	NA	UF
1089	C	8	3	145	147	70.42	448.86	2.95	-0.27	4.03	-1.07	UF	55.2	25.5	UF
1089	C	8	4	0	1.5	70.47	449.04	NA	NA	4.01	-0.92	UF	57.2	NA	UF
1089	C	8	4	5	6.5	70.52	449.21	3.1	-0.04	3.97	-1.03	UF	59.2	NA	UF
1089	C	8	4	10	11.5	70.57	449.39	3.03	-0.1	3.87	-0.66	UF	60.4	NA	UF
1089	C	8	4	15	16.5	70.62	449.57	3.07	0.05	3.87	-0.9	UF	61	33.2	UF
1089	C	8	4	20	21.5	70.67	449.75	3.13	0.19	3.9	-1.15	UF	55.3	NA	UF
1089	C	8	4	25	26.5	70.72	449.93	2.93	-0.09	3.96	-0.93	UF	47.6	NA	UF
1089	C	8	4	30	31.5	70.77	450.11	2.67	-0.39	3.83	-0.8	UF	49.4	NA	UF
1089	C	8	4	35	36.5	70.82	450.29	2.68	-0.1	3.93	-0.99	UF	51.4	32.8	UF
1089	C	8	4	40	41.5	70.87	450.46	2.88	-0.05	3.92	-1.38	UF	47.5	NA	UF
1089	C	8	4	45	46.5	70.92	450.64	2.95	-0.02	3.94	-1.05	UF	45.5	NA	UF
1089	C	8	4	50	51.5	70.97	450.82	2.83	-0.23	3.92	-1.17	UF	39.3	NA	UF
1089	C	8	4	55	56.5	71.02	451	2.9	-0.07	3.95	-0.93	UF	39.1	35.9	UF
1089	C	8	4	60	61.5	71.07	451.18	2.67	-0.33	3.94	-1.42	UF	43.3	NA	UF
1089	C	8	4	65	66.5	71.12	451.36	2.74	-0.35	3.94	-1.03	UF	43.3	NA	UF
1089	C	8	4	70	71.5	71.17	451.54	NA	NA	3.94	-1.14	UF	40.8	NA	UF
1089	C	8	4	75	76.5	71.22	451.71	NA	NA	3.91	-0.95	UF	35.8	46.6	UF
1089	C	8	4	80	81.5	71.27	451.89	2.78	-0.31	3.87	-1.04	UF	41	NA	UF
1089	C	8	4	85	86.5	71.32	452.07	2.64	-0.34	3.85	-0.81	UF	45	NA	UF
1089	C	8	4	90	91.5	71.37	452.25	NA	NA	3.85	-1	UF	54.2	NA	UF
1089	C	8	4	95	96.5	71.42	452.43	NA	NA	3.88	-0.61	UF	52.8	31.4	UF
1089	C	8	4	100	102	71.47	452.61	NA	NA	3.86	-0.96	UF	46.4	NA	UF
1089	C	8	4	105	107	71.52	452.79	NA	NA	3.83	-1.05	UF	41.8	NA	UF
1089	C	8	4	110	112	71.57	452.96	NA	NA	3.79	-1.27	UF	35.7	NA	UF
1089	C	8	4	115	117	71.62	453.14	NA	NA	3.79	-1.11	UF	37.5	31.1	UF
1089	C	8	4	120	122	71.67	453.32	NA	NA	3.76	-1.15	UF	36	NA	UF
1089	C	8	4	125	127	71.72	453.5	NA	NA	NA	NA	UF	NA	NA	UF
1089	C	8	4	130	132	71.77	453.68	NA	NA	3.8	-0.91	UF	30.4	NA	UF
1089	C	8	4	135	137	71.82	453.86	NA	NA	3.98	-0.95	UF	29.5	NA	UF
1089	C	8	4	140	142	71.87	454.04	NA	NA	3.88	-1.25	UF	27.3	NA	UF
1089	C	8	4	145	147	71.92	454.21	NA	NA	3.84	-0.97	UF	25.2	NA	UF
1089	C	8	5	0	1.5	71.97	454.39	NA	NA	3.92	-0.97	UF	23.8	NA	UF
1089	C	8	5	5	6.5	72.02	454.57	NA	NA	3.89	-1.19	UF	23.6	NA	UF
1089	C	8	5	10	11.5	72.07	454.75	NA	NA	3.87	-0.9	UF	22.8	NA	UF
1089	C	8	5	15	16.5	72.12	454.93	NA	NA	3.85	-1.11	UF	20.8	NA	UF
1089	C	8	5	20	21.5	72.17	455.11	NA	NA	3.83	-0.93	UF	21.1	NA	UF
1089	C	8	5	25	26.5	72.22	455.29	NA	NA	3.82	-1.06	UF	20.4	NA	UF
1089	C	8	5	30	31.5	72.27	455.46	NA	NA	3.83	-1.06	UF	20.2	NA	UF
1089	C	8	5	35	36.5	72.32	455.64	NA	NA	3.83	-1.2	UF	20.8	NA	UF
1089	C	8	5	40	41.5	72.37	455.82	NA	NA	3.83	-1.16	UF	21.2	NA	UF
1089	C	8	5	45	46.5	72.42	456	NA	NA	3.89	-1.03	UF	24.3	NA	UF
1089	C	8	5	50	51.5	72.47	456.18	NA	NA	4.01	-1.09	UF	24.7	NA	UF
1089	C	8	5	55	56.5	72.52	456.36	NA	NA	3.95	-1.22	UF	27.3	NA	UF
1089	C	8	5	60	61.5	72.57	456.54	2.88	-0.05	3.92	-1	UF	31.3	NA	UF
1089	C	8	5	65	66.5	72.62	456.71	2.73	-0.16	3.88	-1.07	UF	33.2	NA	UF
1089	C	8	5	70	71.5	72.67	456.89	2.63	-0.24	3.89	-1.19	UF	36.2	NA	UF
1089	C	8	5	75	76.5	72.72	457.07	2.93	-0.1	3.92	-1.17	UF	39.3	NA	UF
1089	C	8	5	80	81.5	72.77	457.25	NA	NA	3.83	-0.87	UF	38	NA	UF
1089	C	8	5	85	86.5	72.82	457.43	NA	NA	3.8	-0.65	UF	30.8	NA	UF
1089	C	8	5	90	91.5	72.87	457.61	NA	NA	3.68	-1.04	UF	22.7	NA	UF
1089	C	8	5	95	96.5	72.92	457.79	NA	NA	3.82	-0.95	UF	27.6	NA	UF
1089	C	8	5	100	102	72.97	457.96	NA	NA	3.8	-1.42	UF	33.8	NA	UF
1089	C	8	5	105	107	73.02	458.14	NA	NA	3.88	-0.95	UF	38	NA	UF
1089	C	8	5	110	112	73.07	458.32	NA	NA	3.79	-1.25	UF	41.2	NA	UF
1089	B	8	2	105	107	73.1	458.43	NA	NA	3.8	-0.62	UF	48.7	NA	UF
1089	B	8	2	110	112	73.15	458.61	NA	NA	3.88	-0.99	UF	46.3	NA	UF
1089	B	8	2	115	117	73.2	458.79	NA	NA	3.81	-0.73	UF	44.8	NA	UF
1089	B	8	2	120	122	73.25	458.96	NA	NA	3.83	-0.28	UF	40.2	NA	UF
1089	B	8	2	125	127	73.3	459.14	NA	NA	NA	NA	UF	27.7	NA	UF
1089	B	8	2	130	132	73.35	459.32	NA	NA	3.72	-1.27	UF	19.4	NA	UF
1089	B	8	2	135	137	73.4	459.5	NA	NA	3.8	-0.92	UF	20.9	NA	UF
1089	B	8	2	140	142	73.45	459.68	NA	NA	3.74	-1.03	UF	18.8	NA	UF
1089	B	8	2	145	147	73.5	459.86	NA	NA	3.85	-1.23	UF	18.3	NA	UF
1089	B	8	3	0	1.5	73.55	460.04	NA	NA	3.83	-1.1	UF	19.8	NA	UF
1089	B	8	3	5	6.5	73.6	460.21	2.78	0.07	3.81	-1.35	UF	17.3	NA	UF
1089	B	8	3	10	11.5	73.65	460.39	NA	NA	3.83	-1.21	UF	16.8	NA	UF
1089	B	8	3	15	16.5	73.7	460.57	2.74	-0.2	3.81	-0.96	UF	18.5	NA	UF
1089	B	8	3	20	21.5	73.75	460.75	2.81	0.01	3.85	-1.28	UF	20.3	NA	UF
1089	B	8	3	25	26.5	73.8	460.93	2.82	-0.3	3.86	-0.92	UF	23.5	NA	UF
1089	B	8	3	30	31.5	73.85	461.11	2.64	-0.29	3.79	-0.96	UF	20.9	NA	UF
1089	B	8	3	35	36.5	73.9	461.29	2.99	-0.13	3.87	-0.55	UF	19	NA	UF
1089	B	8	3	40	41.5	73.95	461.46	2.8	0.15	3.87	-1.2	UF	20.8	NA	UF
1089	B	8	3	45	46.5	74	461.64	2.69	-0.01	NA	NA	UF	25.2	NA	UF
1089	B	8	3	50	51.5	74.05	461.82	NA	NA	3.87	-1.11	UF	25.2	NA	UF
1089	B	8	3	55	56.5	74.1	462	2.78	0.15	3.84	-1.16	UF	25.5	NA	UF
1089	B	8	3	60	61.5	74.15	462.18	2.69	0.05	3.82	-1.41	UF	28.8	NA	UF
1089	B	8	3	65	66.5	74.2	462.36	3.02	0.28	3.85	-1.25	UF	28.4	NA	UF
1089	B	8	3	70	71.5	74.25	462.54	2.9	0.02	3.83	-1.45	UF	25.8	NA	UF
1089	B	8	3	75	76.5	74.3	462.71	2.89	0.27	3.73	-1.24	UF	25.1	NA	UF
1089	B	8	3	80	81.5	74.35	462.89	2.69	-0.08	3.93	-1.39	UF	26.3	NA	UF
1089	B	8	3	85	86.5	74.4	463.07	2.91	0.09	3.82	-1.03	UF	25.3	NA	UF
1089	B	8	3	90	91.5	74.45	463.25	2.76	-0.1	3.82	-1.24	UF	24.8	NA	UF
1089	B	8	3	95	96.5	74.5	463.43	NA	NA	3.69	-0.92	UF	29.1	NA	UF
1089	B	8	3	100	102	74.55	463.61	2.86	0.24	3.79	-0.95	UF	27.1	NA	UF
1089	B	8	3	105	107	74.6	463.79	2.83	0.14	3.72	-0.81	UF	27.8	NA	UF
1089	B	8	3	110	112	74.65	463.96	2.49	-0.24	3.8	-0.69	UF	27.7	NA	UF
1089	B	8	3	115	117	74.7	464.14	NA	NA	3.74	-0.75	UF	31.3	NA	UF
1089	B	8	3	120	122	74.75	464.32	2.87	0.08	3.64	-1.1	UF	34.5	NA	UF
1089	B	8	3	125	127	74.8	464.5	NA	NA	3.72	-1.22	UF	34.3	NA	UF
1089	B	8	3	130	132	74.85	464.68	NA	NA	3.71	-1.01	UF	37	NA	UF
1089	B	8	3	135	137	74.9	464.86	2.68	-0.02	3.62	-1.04	UF	38.3	NA	UF
1089	B	8	3	140	142	74.95	465.04	2.3	-0.17	3.62	-0.7	UF	35.8	NA	UF
1089	B	8	3	145	147	75	465.21	2.79	0.25	3.68	-0.59	UF	29.6	NA	UF
1089	B	8	4	0	1.5	75.05	465.39	2.5	-0.18	3.73	-0.9	UF	22.4	NA	UF
1089	B	8	4	5	6.5	75.1	465.57	2.56	-0.19	3.71	-1.18	UF	23.8	NA	UF
1089	B	8	4	10	11.5	75.15	465.75	2.63	-0.3	3.74	-0.95	UF	23.2	NA	UF
1089	B	8	4	15	16.5	75.2	465.93	NA	NA	3.65	-1.14	UF	21.9	NA	UF
1089	B	8	4	20	21.5	75.25	466.11	NA	NA	3.61	-1.43	UF	20.4	NA	UF
1089	B	8	4	25	26.5	75.3	466.29	2.62	-0.08	3.73	-1.42	UF	22.4	NA	UF
1089	B	8	4	30	31.5	75.35	466.46	2.48	-0.1	3.73	-1.11	UF	22.7	NA	UF
1089	B	8	4	35	36.5	75.4	466.64	2.56	-0.21	3.69	-1	UF	23.6	NA	UF
1089	B	8	4	40	41.5	75.45	466.82	2.63	-0.23	3.7	-1.09	UF	23.3	NA	UF
1089	B	8	4	45	46.5	75.5	467	2.72	0.06	3.66	-1.04	UF	24.6	NA	UF
1089	B	8	4	50	51.5	75.55	467.18	2.61	-0.02	3.76	-1.33	UF	26.3	NA	UF
1089	B	8	4	55	56.5	75.6	467.36	2.55	0.05	NA	NA	UF	24.8	NA	UF
1089	B	8	4	60	61.5	75.65	467.54	NA	NA	3.7	-0.93	UF	25.1	NA	UF
1089	B	8	4	65	66.5	75.7	467.71	NA	NA	3.85	-1.13	UF	26.5	NA	UF
1089	B	8	4	70	71.5	75.75	467.89	2.64	-0.4	3.73	-0.96	UF	29.4	NA	UF
1089	B	8	4	75	77	75.8	468.07	2.74	0.06	3.71	-0.91	UF	33.3	NA	UF
1089	B	8	4	80	81.5	75.85	468.25	NA	NA	3.67	-1.02	UF	35.3	NA	UF
1089	B	8	4	85	86.5	75.9	468.43	NA	NA	3.7	-1.11	UF	35.8	NA	UF
1089	B	8	4	90	91.5	75.95	468.61	2.74	0.14	3.67	-0.49	UF	NA	NA	UF
1089	B	8	4	95	96.5	76	468.79	2.81	0.3	3.66	-1.02	UF	14.2	NA	UF
1089	B	8	4	99	102	76.05	468.96	2.69	0.37	3.65	-1.33	UF	6.6	NA	UF
1089	B	8	4	105	107	76.1	469.14	NA	NA	3.81	-0.78	UF	8.6	NA	UF
1089	B	8	4	110	112	76.15	469.32	2.77	-0.06	3.74	-0.77	UF	12.8	NA	UF
1089	B	8	4	115	117	76.2	469.5	NA	NA	3.75	-0.7	UF	7.6	NA	UF
1089	B	8	4	120	122	76.25	469.68	NA	NA	3.65	-1.06	UF	4.3	NA	UF
1089	B	8	4	125	127	76.3	469.86	2.67	0.11	3.5	-1.1	UF	3	NA	UF
1089	B	8	4	130	132	76.35	470.04	2.48	-0.2	3.84	-0.55	UF	1.4	NA	UF
1089	B	8	4	135	137	76.4	470.21	NA	NA	3.7	-0.39	UF	2	NA	UF
1089	B	8	4	140	142	76.45	470.39	NA	NA	3.73	-0.65	UF	1.5	NA	UF
1089	B	8	4	145	147	76.5	470.57	NA	NA	3.65	-0.8	UF	1.8	NA	UF
1089	B	8	5	0	1.5	76.55	470.75	NA	NA	3.91	-0.72	UF	1.5	NA	UF
1089	B	8	5	5	6.5	76.6	470.93	NA	NA	3.66	-1.02	UF	2.3	NA	UF
1089	B	8	5	10	11.5	76.65	471.11	NA	NA	NA	NA	UF	0.3	NA	UF
1089	B	8	5	15	16.5	76.7	471.29	NA	NA	3.7	-0.83	UF	1.1	NA	UF
1089	B	8	5	20	21.5	76.75	471.46	NA	NA	3.55	-0.55	UF	4.1	NA	UF
1089	B	8	5	25	26.5	76.8	471.64	NA	NA	3.51	-0.48	UF	5.3	NA	UF
1089	B	8	5	30	31.5	76.85	471.82	NA	NA	3.51	0.03	UF	9.2	NA	UF
1089	B	8	5	35	36.5	76.9	472	2.23	0.21	3.45	-0.03	UF	9.1	NA	UF
1089	B	8	5	40	41.5	76.95	472.21	2.1	0.01	3.48	-0.25	UF	13.8	NA	UF
1089	B	8	5	45	46.5	77	472.41	NA	NA	3.3	0.01	UF	12.8	NA	UF
1089	B	8	5	50	51.5	77.05	472.62	NA	NA	3.41	0.13	UF	6.3	NA	UF
1089	B	8	5	55.56	NA	77.1	472.82	NA	NA	3.26	-0.27	UF	8.1	NA	UF
1089	B	8	5	60	61.5	77.15	473.03	NA	NA	NA	NA	UF	0.3	NA	UF
1089	B	8	5	65	66.5	77.2	473.23	NA	NA	3.27	-0.55	UF	2.7	NA	UF
